tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,1340.7862233740846,1.799295363237025e-251,1.8774129931151833,0.7582929425814519,45,-77.67555218916155,155.3511043783231,169.3511043783231,181.99774180671534,172.37813140535013,50
