tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,644.8256371786592,4.5079542222442255e-126,21.503446702804855,8.274192623603412e-5,17,-22.042326965190576,44.08465393038115,56.08465393038115,61.08393399471845,64.48465393038114,21
