tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,1864.0156148437004,0,12.10887297589031,0.03332604199456374,37,-64.9412796094116,129.8825592188232,145.8825592188232,158.769902519977,151.02541636168033,43
