tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,1729.5886076615548,0,4.766763500153884,0.31207678271884426,31,-52.974320699382304,105.94864139876461,119.94864139876461,129.98655183016064,124.81820661615592,36
