tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,4158.321993231964,0,10.417218915556324,0.03395658416222742,55,-102.86283947801225,205.7256789560245,219.7256789560245,233.7770112526518,222.10865767942875,60
