tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,4256.25725299475,0,14.661818321542214,0.011909424457405771,60,-116.56598549402975,233.1319709880595,249.1319709880595,265.8867274858363,251.9555003998242,66
