tau.squared,cochran.qe,p.value.cochran.qe,cochran.qm,p.value.cochran.qm,df.residual,logLik,deviance,AIC,BIC,AICc,nobs
0,721.5495552266168,3.7022676954332155e-139,30.530451776953928,3.816424987694739e-6,21,-24.465512454466054,48.93102490893211,62.93102490893211,70.24268197299607,71.54640952431673,26
